cif,municipality,prov,mun,base_year,data,notes
f,"Itaska Beach",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21!22!23!24!25@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",3,2,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",3,2,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21!22!23!25!26@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",3,3,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",3,3,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21!22!23!23!24@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",1,1,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",1,1,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!207!211!215!219!224@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",1,2,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",1,2,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!207!212!218!224!230@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",1,3,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",1,3,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!206!209!213!216!220@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",2,1,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",2,1,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!211!219!227!238!248@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",2,2,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",2,2,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!211!220!229!240!252@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",2,3,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",2,3,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!209!215!221!227!233@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",3,1,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",3,1,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!209!216!223!230!237@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",3,2,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",3,2,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!210!217!225!232!240@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Jarvis Bay",3,3,2000,-!124!-!-!-!-!183!-!-!-!-!203!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Jarvis Bay",3,3,2000,116!-!136!148!159!171!-!187!191!195!199!-!203!203!203!203!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Jarvis Bay",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!209!215!221!227!233@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Kapasiwin",1,1,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",1,1,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!15!15!15!15@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",1,2,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",1,2,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!15!15!15!16@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",1,3,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",1,3,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!14!15!15!15@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",2,1,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",2,1,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!14!14!14!14@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",2,2,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",2,2,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!14!14!14!14@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",2,3,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",2,3,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!13!13!13!13@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",3,1,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",3,1,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!14!13!13!13@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",3,2,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",3,2,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!14!14!14!13@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Kapasiwin",3,3,2000,15!15!16!14!-!-!39!16!-!15!-!10!14!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Kapasiwin",3,3,2000,-!-!-!-!22!31!-!-!16!-!13!-!-!14!14!14!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Kapasiwin",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14!13!13!13!13@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
